ph,moisture,label,icon,reason
4.91,10.7,Singkong,🥔,Sangat kuat kering & asam
6.6,43.1,Sawi,🥬,Panen cepat
5.21,12.3,Singkong,🥔,Sangat kuat kering & asam
6.39,88.3,Kangkung Air,🌿,Butuh genangan air
5.01,15.6,Singkong,🥔,Sangat kuat kering & asam
7.19,54.2,Kembang Kol,🥦,Anti akar gada
5.56,33.7,Terong Lalap,🍆,Tumbuh baik di kebun
7.46,54.3,Kembang Kol,🥦,Anti akar gada
4.88,10.4,Singkong,🥔,Sangat kuat kering & asam
6.64,87.5,Kangkung Air,🌿,Butuh genangan air
6.6,21.1,Cabai Rawit,🌶️,Anti becek
6.35,85.8,Kangkung Air,🌿,Butuh genangan air
6.98,45.2,Kembang Kol,🥦,Anti akar gada
7.47,30.7,Bawang Merah,🧅,Suka pH netral-basa
6.43,76.5,Selada Air,🥗,Air mengalir
4.37,94.1,Pakis Sayur,🌿,Lembap hutan
7.63,23.4,Bawang Daun,🌱,Tahan pH tinggi
5.12,47.8,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.55,55.7,Kacang Panjang,🥢,Tanah subur ideal
6.46,75.5,Selada Air,🥗,Air mengalir
7.09,33.8,Kemangi,🌿,Suka panas
5.06,77.0,Genjer,🌿,Suka pH rendah & basah
6.51,40.7,Sawi,🥬,Panen cepat
5.06,49.0,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.82,30.5,Kemangi,🌿,Suka panas
6.64,51.4,Kacang Panjang,🥢,Tanah subur ideal
4.3,94.2,Pakis Sayur,🌿,Lembap hutan
7.31,59.1,Kubis (Kol),🥬,Toleran tanah basa
7.98,20.3,Bawang Daun,🌱,Tahan pH tinggi
6.02,15.0,Cabai Keriting,🌶️,Drainase baik
7.33,53.2,Kembang Kol,🥦,Anti akar gada
7.09,29.4,Kemangi,🌿,Suka panas
6.17,74.2,Selada Air,🥗,Air mengalir
6.41,63.5,Oyong,🥒,Subur air tinggi
4.94,81.3,Genjer,🌿,Suka pH rendah & basah
6.73,57.0,Kacang Panjang,🥢,Tanah subur ideal
4.77,92.9,Pakis Sayur,🌿,Lembap hutan
4.75,82.6,Genjer,🌿,Suka pH rendah & basah
7.28,32.0,Bawang Merah,🧅,Suka pH netral-basa
5.95,36.8,Terong Lalap,🍆,Tumbuh baik di kebun
4.77,85.4,Pakis Sayur,🌿,Lembap hutan
4.75,91.1,Pakis Sayur,🌿,Lembap hutan
5.42,49.7,Talas,🍃,Kuat di tanah asam lembap
6.59,24.4,Cabai Rawit,🌶️,Anti becek
6.53,26.9,Kemangi,🌿,Suka panas
6.53,29.1,Kemangi,🌿,Suka panas
7.29,31.4,Bawang Merah,🧅,Suka pH netral-basa
5.66,36.3,Terong Lalap,🍆,Tumbuh baik di kebun
5.92,60.9,Oyong,🥒,Subur air tinggi
7.73,23.2,Bawang Daun,🌱,Tahan pH tinggi
6.39,59.1,Kacang Panjang,🥢,Tanah subur ideal
5.98,65.0,Oyong,🥒,Subur air tinggi
6.42,78.7,Selada Air,🥗,Air mengalir
8.0,25.5,Bawang Daun,🌱,Tahan pH tinggi
6.72,53.2,Kacang Panjang,🥢,Tanah subur ideal
7.45,45.6,Kembang Kol,🥦,Anti akar gada
7.6,56.1,Kubis (Kol),🥬,Toleran tanah basa
6.74,24.5,Cabai Rawit,🌶️,Anti becek
6.51,52.0,Kacang Panjang,🥢,Tanah subur ideal
5.35,53.3,Talas,🍃,Kuat di tanah asam lembap
5.69,48.1,Talas,🍃,Kuat di tanah asam lembap
5.07,76.2,Genjer,🌿,Suka pH rendah & basah
6.66,25.4,Kemangi,🌿,Suka panas
4.55,90.9,Pakis Sayur,🌿,Lembap hutan
5.21,40.1,Ubi Cilembu,🍠,"Toleran asam, air sedang"
4.28,93.1,Pakis Sayur,🌿,Lembap hutan
6.01,20.2,Cabai Keriting,🌶️,Drainase baik
7.67,28.2,Bawang Daun,🌱,Tahan pH tinggi
4.76,93.6,Pakis Sayur,🌿,Lembap hutan
4.82,15.8,Singkong,🥔,Sangat kuat kering & asam
7.23,30.2,Bawang Merah,🧅,Suka pH netral-basa
5.3,47.6,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.96,51.1,Kembang Kol,🥦,Anti akar gada
7.32,32.7,Bawang Merah,🧅,Suka pH netral-basa
6.19,71.6,Selada Air,🥗,Air mengalir
8.05,26.1,Bawang Daun,🌱,Tahan pH tinggi
7.55,34.9,Bawang Merah,🧅,Suka pH netral-basa
6.46,48.9,Sawi,🥬,Panen cepat
7.65,58.9,Kubis (Kol),🥬,Toleran tanah basa
6.44,51.3,Kacang Panjang,🥢,Tanah subur ideal
5.76,50.8,Talas,🍃,Kuat di tanah asam lembap
6.74,29.9,Kemangi,🌿,Suka panas
7.21,26.6,Bawang Merah,🧅,Suka pH netral-basa
6.46,29.8,Cabai Rawit,🌶️,Anti becek
5.03,47.5,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.76,57.2,Kacang Panjang,🥢,Tanah subur ideal
4.71,12.5,Singkong,🥔,Sangat kuat kering & asam
6.94,53.6,Bayam,🥬,Perlu air cukup
6.25,56.7,Kacang Panjang,🥢,Tanah subur ideal
7.96,26.3,Bawang Daun,🌱,Tahan pH tinggi
6.67,47.5,Bayam,🥬,Perlu air cukup
6.35,88.1,Kangkung Air,🌿,Butuh genangan air
7.46,27.5,Bawang Merah,🧅,Suka pH netral-basa
6.19,63.6,Oyong,🥒,Subur air tinggi
6.36,58.7,Kacang Panjang,🥢,Tanah subur ideal
6.73,29.5,Cabai Rawit,🌶️,Anti becek
6.41,23.6,Cabai Rawit,🌶️,Anti becek
5.08,16.7,Singkong,🥔,Sangat kuat kering & asam
6.31,47.9,Sawi,🥬,Panen cepat
6.77,85.7,Kangkung Air,🌿,Butuh genangan air
6.27,62.5,Oyong,🥒,Subur air tinggi
6.2,24.2,Cabai Rawit,🌶️,Anti becek
5.01,78.2,Genjer,🌿,Suka pH rendah & basah
7.33,63.0,Kubis (Kol),🥬,Toleran tanah basa
5.2,18.5,Singkong,🥔,Sangat kuat kering & asam
6.77,49.1,Sawi,🥬,Panen cepat
6.75,56.9,Kacang Panjang,🥢,Tanah subur ideal
5.06,81.6,Genjer,🌿,Suka pH rendah & basah
7.01,30.5,Kemangi,🌿,Suka panas
7.3,57.4,Kubis (Kol),🥬,Toleran tanah basa
5.07,16.6,Singkong,🥔,Sangat kuat kering & asam
6.14,19.6,Cabai Keriting,🌶️,Drainase baik
6.75,49.3,Sawi,🥬,Panen cepat
7.29,52.0,Kembang Kol,🥦,Anti akar gada
4.94,13.3,Singkong,🥔,Sangat kuat kering & asam
6.41,23.9,Cabai Rawit,🌶️,Anti becek
7.05,29.0,Kemangi,🌿,Suka panas
6.25,72.4,Selada Air,🥗,Air mengalir
7.55,26.5,Bawang Daun,🌱,Tahan pH tinggi
7.37,45.5,Kembang Kol,🥦,Anti akar gada
6.3,47.4,Sawi,🥬,Panen cepat
6.77,52.1,Bayam,🥬,Perlu air cukup
6.76,29.8,Cabai Rawit,🌶️,Anti becek
6.77,50.2,Kacang Panjang,🥢,Tanah subur ideal
6.96,50.6,Bayam,🥬,Perlu air cukup
5.7,50.1,Talas,🍃,Kuat di tanah asam lembap
6.38,47.1,Sawi,🥬,Panen cepat
5.77,45.7,Talas,🍃,Kuat di tanah asam lembap
4.9,46.9,Ubi Cilembu,🍠,"Toleran asam, air sedang"
7.45,59.4,Kubis (Kol),🥬,Toleran tanah basa
4.98,18.2,Singkong,🥔,Sangat kuat kering & asam
5.24,15.0,Singkong,🥔,Sangat kuat kering & asam
5.19,80.5,Genjer,🌿,Suka pH rendah & basah
6.52,88.8,Kangkung Air,🌿,Butuh genangan air
6.22,21.2,Cabai Keriting,🌶️,Drainase baik
7.05,29.4,Kemangi,🌿,Suka panas
6.06,74.7,Selada Air,🥗,Air mengalir
6.42,21.3,Cabai Rawit,🌶️,Anti becek
5.28,81.9,Genjer,🌿,Suka pH rendah & basah
6.53,40.7,Sawi,🥬,Panen cepat
4.82,19.5,Singkong,🥔,Sangat kuat kering & asam
6.02,17.8,Cabai Keriting,🌶️,Drainase baik
6.31,23.8,Cabai Rawit,🌶️,Anti becek
7.83,21.8,Bawang Daun,🌱,Tahan pH tinggi
4.58,88.6,Pakis Sayur,🌿,Lembap hutan
5.42,47.6,Ubi Cilembu,🍠,"Toleran asam, air sedang"
5.0,48.3,Ubi Cilembu,🍠,"Toleran asam, air sedang"
5.27,49.7,Ubi Cilembu,🍠,"Toleran asam, air sedang"
5.6,38.0,Terong Lalap,🍆,Tumbuh baik di kebun
6.16,58.7,Oyong,🥒,Subur air tinggi
6.03,23.5,Cabai Keriting,🌶️,Drainase baik
5.78,32.3,Terong Lalap,🍆,Tumbuh baik di kebun
6.73,48.6,Sawi,🥬,Panen cepat
6.44,22.3,Cabai Rawit,🌶️,Anti becek
6.5,16.6,Cabai Keriting,🌶️,Drainase baik
6.36,61.2,Oyong,🥒,Subur air tinggi
4.99,47.5,Ubi Cilembu,🍠,"Toleran asam, air sedang"
5.62,33.5,Terong Lalap,🍆,Tumbuh baik di kebun
5.48,47.4,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.32,58.1,Oyong,🥒,Subur air tinggi
6.34,45.8,Sawi,🥬,Panen cepat
6.35,61.6,Oyong,🥒,Subur air tinggi
6.4,55.8,Oyong,🥒,Subur air tinggi
6.43,21.4,Cabai Keriting,🌶️,Drainase baik
6.91,50.3,Kembang Kol,🥦,Anti akar gada
5.67,31.4,Terong Lalap,🍆,Tumbuh baik di kebun
6.11,16.2,Cabai Keriting,🌶️,Drainase baik
7.48,50.1,Kembang Kol,🥦,Anti akar gada
7.36,64.1,Kubis (Kol),🥬,Toleran tanah basa
6.3,53.0,Kacang Panjang,🥢,Tanah subur ideal
6.6,52.2,Bayam,🥬,Perlu air cukup
6.49,20.7,Cabai Rawit,🌶️,Anti becek
7.29,60.1,Kubis (Kol),🥬,Toleran tanah basa
5.54,46.9,Talas,🍃,Kuat di tanah asam lembap
5.75,50.4,Talas,🍃,Kuat di tanah asam lembap
7.24,27.4,Bawang Merah,🧅,Suka pH netral-basa
6.35,21.9,Cabai Keriting,🌶️,Drainase baik
6.26,23.0,Cabai Rawit,🌶️,Anti becek
6.48,29.1,Cabai Rawit,🌶️,Anti becek
5.96,30.7,Terong Lalap,🍆,Tumbuh baik di kebun
6.61,32.8,Kemangi,🌿,Suka panas
6.53,57.3,Kacang Panjang,🥢,Tanah subur ideal
6.71,50.8,Bayam,🥬,Perlu air cukup
7.3,33.6,Bawang Merah,🧅,Suka pH netral-basa
7.07,48.5,Kembang Kol,🥦,Anti akar gada
6.54,23.5,Cabai Rawit,🌶️,Anti becek
6.05,70.6,Selada Air,🥗,Air mengalir
4.78,85.2,Pakis Sayur,🌿,Lembap hutan
5.81,36.2,Terong Lalap,🍆,Tumbuh baik di kebun
6.44,62.1,Oyong,🥒,Subur air tinggi
4.35,87.3,Pakis Sayur,🌿,Lembap hutan
6.03,79.2,Selada Air,🥗,Air mengalir
5.95,32.2,Terong Lalap,🍆,Tumbuh baik di kebun
6.69,57.1,Kacang Panjang,🥢,Tanah subur ideal
6.61,47.8,Sawi,🥬,Panen cepat
7.2,48.0,Kembang Kol,🥦,Anti akar gada
6.25,42.9,Sawi,🥬,Panen cepat
6.25,55.5,Oyong,🥒,Subur air tinggi
4.76,88.5,Pakis Sayur,🌿,Lembap hutan
5.62,35.1,Terong Lalap,🍆,Tumbuh baik di kebun
5.21,17.7,Singkong,🥔,Sangat kuat kering & asam
7.55,28.5,Bawang Daun,🌱,Tahan pH tinggi
5.92,21.8,Cabai Keriting,🌶️,Drainase baik
4.75,93.4,Pakis Sayur,🌿,Lembap hutan
6.49,15.1,Cabai Keriting,🌶️,Drainase baik
6.33,20.4,Cabai Rawit,🌶️,Anti becek
7.41,51.7,Kembang Kol,🥦,Anti akar gada
6.83,25.4,Kemangi,🌿,Suka panas
7.32,58.2,Kubis (Kol),🥬,Toleran tanah basa
6.7,46.4,Bayam,🥬,Perlu air cukup
5.18,16.5,Singkong,🥔,Sangat kuat kering & asam
6.46,74.0,Selada Air,🥗,Air mengalir
6.76,83.0,Kangkung Air,🌿,Butuh genangan air
4.94,42.5,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.53,44.8,Sawi,🥬,Panen cepat
6.94,45.2,Bayam,🥬,Perlu air cukup
7.71,61.7,Kubis (Kol),🥬,Toleran tanah basa
6.52,44.8,Sawi,🥬,Panen cepat
6.45,23.6,Cabai Rawit,🌶️,Anti becek
7.26,31.0,Bawang Merah,🧅,Suka pH netral-basa
8.01,25.8,Bawang Daun,🌱,Tahan pH tinggi
7.74,31.6,Bawang Merah,🧅,Suka pH netral-basa
5.12,18.2,Singkong,🥔,Sangat kuat kering & asam
7.27,30.2,Bawang Merah,🧅,Suka pH netral-basa
6.69,26.4,Kemangi,🌿,Suka panas
7.22,32.5,Bawang Merah,🧅,Suka pH netral-basa
5.85,32.1,Terong Lalap,🍆,Tumbuh baik di kebun
6.22,20.6,Cabai Rawit,🌶️,Anti becek
6.44,21.0,Cabai Rawit,🌶️,Anti becek
6.2,71.9,Selada Air,🥗,Air mengalir
4.84,77.3,Genjer,🌿,Suka pH rendah & basah
6.56,26.7,Kemangi,🌿,Suka panas
7.75,25.0,Bawang Daun,🌱,Tahan pH tinggi
6.51,29.6,Cabai Rawit,🌶️,Anti becek
6.43,85.1,Kangkung Air,🌿,Butuh genangan air
6.79,50.2,Bayam,🥬,Perlu air cukup
5.28,16.2,Singkong,🥔,Sangat kuat kering & asam
6.49,22.8,Cabai Rawit,🌶️,Anti becek
5.08,10.6,Singkong,🥔,Sangat kuat kering & asam
4.8,82.3,Genjer,🌿,Suka pH rendah & basah
6.46,23.6,Cabai Rawit,🌶️,Anti becek
5.84,32.7,Terong Lalap,🍆,Tumbuh baik di kebun
6.3,70.3,Selada Air,🥗,Air mengalir
4.32,94.0,Pakis Sayur,🌿,Lembap hutan
6.58,33.9,Kemangi,🌿,Suka panas
6.48,79.1,Selada Air,🥗,Air mengalir
5.78,51.5,Talas,🍃,Kuat di tanah asam lembap
6.41,20.9,Cabai Rawit,🌶️,Anti becek
7.51,64.7,Kubis (Kol),🥬,Toleran tanah basa
6.66,55.2,Kacang Panjang,🥢,Tanah subur ideal
7.81,26.2,Bawang Daun,🌱,Tahan pH tinggi
5.21,19.1,Singkong,🥔,Sangat kuat kering & asam
6.61,21.1,Cabai Rawit,🌶️,Anti becek
5.9,35.3,Terong Lalap,🍆,Tumbuh baik di kebun
5.1,80.5,Genjer,🌿,Suka pH rendah & basah
5.94,61.5,Oyong,🥒,Subur air tinggi
4.48,88.5,Pakis Sayur,🌿,Lembap hutan
7.41,31.3,Bawang Merah,🧅,Suka pH netral-basa
4.42,92.1,Pakis Sayur,🌿,Lembap hutan
7.77,27.6,Bawang Daun,🌱,Tahan pH tinggi
6.83,25.8,Kemangi,🌿,Suka panas
6.48,62.6,Oyong,🥒,Subur air tinggi
6.02,55.6,Oyong,🥒,Subur air tinggi
7.21,62.2,Kubis (Kol),🥬,Toleran tanah basa
7.07,51.2,Kembang Kol,🥦,Anti akar gada
6.69,44.8,Sawi,🥬,Panen cepat
6.26,56.1,Oyong,🥒,Subur air tinggi
5.55,48.2,Talas,🍃,Kuat di tanah asam lembap
6.37,56.2,Kacang Panjang,🥢,Tanah subur ideal
7.06,29.9,Kemangi,🌿,Suka panas
4.89,19.4,Singkong,🥔,Sangat kuat kering & asam
6.19,60.4,Oyong,🥒,Subur air tinggi
5.19,13.0,Singkong,🥔,Sangat kuat kering & asam
6.49,54.6,Kacang Panjang,🥢,Tanah subur ideal
6.48,17.0,Cabai Keriting,🌶️,Drainase baik
6.43,24.9,Cabai Keriting,🌶️,Drainase baik
6.24,62.7,Oyong,🥒,Subur air tinggi
6.6,25.6,Cabai Rawit,🌶️,Anti becek
6.09,24.6,Cabai Keriting,🌶️,Drainase baik
6.36,70.6,Selada Air,🥗,Air mengalir
6.27,81.2,Kangkung Air,🌿,Butuh genangan air
6.55,30.5,Kemangi,🌿,Suka panas
6.12,73.7,Selada Air,🥗,Air mengalir
7.07,51.9,Bayam,🥬,Perlu air cukup
4.73,12.4,Singkong,🥔,Sangat kuat kering & asam
7.69,59.7,Kubis (Kol),🥬,Toleran tanah basa
7.7,33.4,Bawang Merah,🧅,Suka pH netral-basa
6.7,51.8,Kacang Panjang,🥢,Tanah subur ideal
5.63,35.0,Terong Lalap,🍆,Tumbuh baik di kebun
5.96,19.6,Cabai Keriting,🌶️,Drainase baik
6.75,49.6,Bayam,🥬,Perlu air cukup
4.82,83.0,Genjer,🌿,Suka pH rendah & basah
4.8,88.4,Pakis Sayur,🌿,Lembap hutan
6.97,32.0,Kemangi,🌿,Suka panas
6.48,88.4,Kangkung Air,🌿,Butuh genangan air
4.52,91.0,Pakis Sayur,🌿,Lembap hutan
4.88,81.8,Genjer,🌿,Suka pH rendah & basah
4.88,18.5,Singkong,🥔,Sangat kuat kering & asam
7.17,54.8,Kembang Kol,🥦,Anti akar gada
5.95,57.7,Oyong,🥒,Subur air tinggi
6.01,21.4,Cabai Keriting,🌶️,Drainase baik
5.53,53.4,Talas,🍃,Kuat di tanah asam lembap
6.32,85.4,Kangkung Air,🌿,Butuh genangan air
6.07,64.3,Oyong,🥒,Subur air tinggi
7.45,63.5,Kubis (Kol),🥬,Toleran tanah basa
5.42,46.5,Ubi Cilembu,🍠,"Toleran asam, air sedang"
7.37,59.5,Kubis (Kol),🥬,Toleran tanah basa
7.13,53.8,Kembang Kol,🥦,Anti akar gada
6.22,74.2,Selada Air,🥗,Air mengalir
6.26,63.8,Oyong,🥒,Subur air tinggi
7.39,61.5,Kubis (Kol),🥬,Toleran tanah basa
4.74,76.3,Genjer,🌿,Suka pH rendah & basah
4.58,90.8,Pakis Sayur,🌿,Lembap hutan
6.18,56.0,Oyong,🥒,Subur air tinggi
7.42,58.8,Kubis (Kol),🥬,Toleran tanah basa
6.77,25.9,Cabai Rawit,🌶️,Anti becek
4.79,94.3,Pakis Sayur,🌿,Lembap hutan
6.65,22.8,Cabai Rawit,🌶️,Anti becek
4.4,89.7,Pakis Sayur,🌿,Lembap hutan
5.33,50.9,Talas,🍃,Kuat di tanah asam lembap
5.68,38.3,Terong Lalap,🍆,Tumbuh baik di kebun
5.28,40.1,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.61,83.9,Kangkung Air,🌿,Butuh genangan air
6.23,42.9,Sawi,🥬,Panen cepat
6.48,70.6,Selada Air,🥗,Air mengalir
7.63,34.9,Bawang Merah,🧅,Suka pH netral-basa
7.71,61.6,Kubis (Kol),🥬,Toleran tanah basa
6.45,76.9,Selada Air,🥗,Air mengalir
8.01,27.5,Bawang Daun,🌱,Tahan pH tinggi
6.25,15.2,Cabai Keriting,🌶️,Drainase baik
6.91,30.4,Kemangi,🌿,Suka panas
6.47,25.5,Cabai Rawit,🌶️,Anti becek
5.93,23.6,Cabai Keriting,🌶️,Drainase baik
6.4,89.8,Kangkung Air,🌿,Butuh genangan air
4.79,84.9,Genjer,🌿,Suka pH rendah & basah
4.6,89.9,Pakis Sayur,🌿,Lembap hutan
5.99,61.1,Oyong,🥒,Subur air tinggi
7.34,32.3,Bawang Merah,🧅,Suka pH netral-basa
6.39,17.9,Cabai Keriting,🌶️,Drainase baik
4.67,89.1,Pakis Sayur,🌿,Lembap hutan
7.19,52.1,Kembang Kol,🥦,Anti akar gada
5.12,42.3,Ubi Cilembu,🍠,"Toleran asam, air sedang"
4.95,84.1,Genjer,🌿,Suka pH rendah & basah
4.78,82.1,Genjer,🌿,Suka pH rendah & basah
6.96,54.3,Bayam,🥬,Perlu air cukup
7.45,58.0,Kubis (Kol),🥬,Toleran tanah basa
6.42,44.6,Sawi,🥬,Panen cepat
6.28,23.6,Cabai Keriting,🌶️,Drainase baik
6.57,25.9,Kemangi,🌿,Suka panas
5.22,13.1,Singkong,🥔,Sangat kuat kering & asam
6.47,74.8,Selada Air,🥗,Air mengalir
6.45,54.6,Kacang Panjang,🥢,Tanah subur ideal
6.59,54.3,Bayam,🥬,Perlu air cukup
6.27,75.5,Selada Air,🥗,Air mengalir
5.9,77.7,Selada Air,🥗,Air mengalir
5.19,78.5,Genjer,🌿,Suka pH rendah & basah
8.07,25.8,Bawang Daun,🌱,Tahan pH tinggi
5.04,44.7,Ubi Cilembu,🍠,"Toleran asam, air sedang"
7.77,58.5,Kubis (Kol),🥬,Toleran tanah basa
7.34,46.6,Kembang Kol,🥦,Anti akar gada
7.25,34.4,Bawang Merah,🧅,Suka pH netral-basa
7.65,27.8,Bawang Daun,🌱,Tahan pH tinggi
4.75,75.8,Genjer,🌿,Suka pH rendah & basah
6.59,58.4,Kacang Panjang,🥢,Tanah subur ideal
5.02,18.5,Singkong,🥔,Sangat kuat kering & asam
7.02,26.5,Kemangi,🌿,Suka panas
7.05,33.1,Kemangi,🌿,Suka panas
7.79,28.9,Bawang Daun,🌱,Tahan pH tinggi
6.21,23.1,Cabai Keriting,🌶️,Drainase baik
6.67,47.5,Sawi,🥬,Panen cepat
6.44,17.9,Cabai Keriting,🌶️,Drainase baik
6.33,41.8,Sawi,🥬,Panen cepat
5.02,47.4,Ubi Cilembu,🍠,"Toleran asam, air sedang"
4.82,14.5,Singkong,🥔,Sangat kuat kering & asam
7.32,52.7,Kembang Kol,🥦,Anti akar gada
5.16,18.6,Singkong,🥔,Sangat kuat kering & asam
5.55,48.7,Talas,🍃,Kuat di tanah asam lembap
4.81,18.8,Singkong,🥔,Sangat kuat kering & asam
5.28,46.2,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.65,88.1,Kangkung Air,🌿,Butuh genangan air
6.02,56.1,Oyong,🥒,Subur air tinggi
7.63,33.3,Bawang Merah,🧅,Suka pH netral-basa
5.47,50.5,Talas,🍃,Kuat di tanah asam lembap
6.17,60.1,Oyong,🥒,Subur air tinggi
6.81,28.0,Kemangi,🌿,Suka panas
7.22,60.7,Kubis (Kol),🥬,Toleran tanah basa
5.15,40.1,Ubi Cilembu,🍠,"Toleran asam, air sedang"
5.96,77.0,Selada Air,🥗,Air mengalir
6.58,27.7,Cabai Rawit,🌶️,Anti becek
6.98,53.0,Kembang Kol,🥦,Anti akar gada
6.64,27.7,Cabai Rawit,🌶️,Anti becek
6.87,29.0,Kemangi,🌿,Suka panas
6.69,54.2,Kacang Panjang,🥢,Tanah subur ideal
6.18,19.0,Cabai Keriting,🌶️,Drainase baik
8.08,27.3,Bawang Daun,🌱,Tahan pH tinggi
6.25,27.6,Cabai Rawit,🌶️,Anti becek
7.76,63.1,Kubis (Kol),🥬,Toleran tanah basa
4.58,93.6,Pakis Sayur,🌿,Lembap hutan
5.2,54.1,Talas,🍃,Kuat di tanah asam lembap
6.2,85.7,Kangkung Air,🌿,Butuh genangan air
7.34,62.9,Kubis (Kol),🥬,Toleran tanah basa
5.26,43.0,Ubi Cilembu,🍠,"Toleran asam, air sedang"
7.03,32.8,Kemangi,🌿,Suka panas
7.3,54.7,Kembang Kol,🥦,Anti akar gada
6.24,16.6,Cabai Keriting,🌶️,Drainase baik
4.61,88.8,Pakis Sayur,🌿,Lembap hutan
5.23,50.4,Talas,🍃,Kuat di tanah asam lembap
7.54,25.6,Bawang Merah,🧅,Suka pH netral-basa
7.03,50.5,Bayam,🥬,Perlu air cukup
6.27,43.4,Sawi,🥬,Panen cepat
6.31,83.5,Kangkung Air,🌿,Butuh genangan air
6.47,53.9,Kacang Panjang,🥢,Tanah subur ideal
4.31,93.0,Pakis Sayur,🌿,Lembap hutan
6.07,76.5,Selada Air,🥗,Air mengalir
5.95,74.8,Selada Air,🥗,Air mengalir
5.93,74.6,Selada Air,🥗,Air mengalir
7.51,33.8,Bawang Merah,🧅,Suka pH netral-basa
4.47,88.3,Pakis Sayur,🌿,Lembap hutan
7.57,34.1,Bawang Merah,🧅,Suka pH netral-basa
6.54,53.6,Bayam,🥬,Perlu air cukup
4.93,82.8,Genjer,🌿,Suka pH rendah & basah
6.19,71.6,Selada Air,🥗,Air mengalir
5.02,46.9,Ubi Cilembu,🍠,"Toleran asam, air sedang"
5.1,78.6,Genjer,🌿,Suka pH rendah & basah
4.29,85.8,Pakis Sayur,🌿,Lembap hutan
5.19,77.8,Genjer,🌿,Suka pH rendah & basah
6.49,24.8,Cabai Keriting,🌶️,Drainase baik
7.44,33.6,Bawang Merah,🧅,Suka pH netral-basa
7.39,51.3,Kembang Kol,🥦,Anti akar gada
4.78,86.4,Pakis Sayur,🌿,Lembap hutan
6.57,83.6,Kangkung Air,🌿,Butuh genangan air
6.27,88.4,Kangkung Air,🌿,Butuh genangan air
7.78,33.0,Bawang Merah,🧅,Suka pH netral-basa
6.48,61.3,Oyong,🥒,Subur air tinggi
6.24,54.9,Kacang Panjang,🥢,Tanah subur ideal
6.5,60.9,Oyong,🥒,Subur air tinggi
5.46,45.7,Talas,🍃,Kuat di tanah asam lembap
4.82,19.7,Singkong,🥔,Sangat kuat kering & asam
5.54,49.3,Talas,🍃,Kuat di tanah asam lembap
5.99,19.1,Cabai Keriting,🌶️,Drainase baik
7.87,27.2,Bawang Daun,🌱,Tahan pH tinggi
6.7,32.4,Kemangi,🌿,Suka panas
6.1,64.7,Oyong,🥒,Subur air tinggi
7.44,62.7,Kubis (Kol),🥬,Toleran tanah basa
6.36,81.5,Kangkung Air,🌿,Butuh genangan air
4.89,84.0,Genjer,🌿,Suka pH rendah & basah
6.84,25.8,Kemangi,🌿,Suka panas
5.31,43.5,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.24,84.9,Kangkung Air,🌿,Butuh genangan air
7.02,48.0,Kembang Kol,🥦,Anti akar gada
7.75,57.3,Kubis (Kol),🥬,Toleran tanah basa
7.52,29.8,Bawang Daun,🌱,Tahan pH tinggi
6.41,61.9,Oyong,🥒,Subur air tinggi
4.96,77.7,Genjer,🌿,Suka pH rendah & basah
7.9,23.0,Bawang Daun,🌱,Tahan pH tinggi
6.78,29.1,Kemangi,🌿,Suka panas
5.35,49.4,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.09,59.6,Oyong,🥒,Subur air tinggi
5.55,53.2,Talas,🍃,Kuat di tanah asam lembap
7.5,35.0,Bawang Merah,🧅,Suka pH netral-basa
7.49,62.1,Kubis (Kol),🥬,Toleran tanah basa
7.29,55.4,Kubis (Kol),🥬,Toleran tanah basa
4.81,19.7,Singkong,🥔,Sangat kuat kering & asam
7.23,57.1,Kubis (Kol),🥬,Toleran tanah basa
6.32,25.4,Cabai Rawit,🌶️,Anti becek
7.88,25.0,Bawang Daun,🌱,Tahan pH tinggi
6.75,29.9,Cabai Rawit,🌶️,Anti becek
4.86,15.8,Singkong,🥔,Sangat kuat kering & asam
4.79,13.0,Singkong,🥔,Sangat kuat kering & asam
4.35,89.4,Pakis Sayur,🌿,Lembap hutan
5.13,48.4,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.47,45.2,Sawi,🥬,Panen cepat
4.81,12.6,Singkong,🥔,Sangat kuat kering & asam
8.09,27.6,Bawang Daun,🌱,Tahan pH tinggi
7.76,32.9,Bawang Merah,🧅,Suka pH netral-basa
5.55,32.0,Terong Lalap,🍆,Tumbuh baik di kebun
7.21,52.6,Kembang Kol,🥦,Anti akar gada
7.04,34.0,Kemangi,🌿,Suka panas
5.55,52.4,Talas,🍃,Kuat di tanah asam lembap
4.75,83.5,Genjer,🌿,Suka pH rendah & basah
7.71,58.2,Kubis (Kol),🥬,Toleran tanah basa
4.31,89.6,Pakis Sayur,🌿,Lembap hutan
4.38,93.7,Pakis Sayur,🌿,Lembap hutan
5.59,53.1,Talas,🍃,Kuat di tanah asam lembap
